LDGS_NM,CTPRVN_NM,GUGUN_NM,LDGS_ADDR,PET_INFO_CN
제주 코델리아 S 호텔,제주,서귀포시,제주특별자치도 서귀포시 성산읍 일주동로 4186,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
퍼스트70 호텔,제주,서귀포시,제주특별자치도 서귀포시 명동로 46,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
컬러인제주,제주,서귀포시,제주특별자치도 서귀포시 성산읍 난고로42번길 24,['반려동물 동반 불가']
3S 호텔,서울,금천구,서울 금천구 시흥대로 353,['반려동물 동반 불가']
호텔 마리나베이 서울,경기,김포시,경기 김포시 고촌읍 아라육로152번길 210-50,['반려동물 동반 불가']
이천 브라운도트 이천터미널점,경기,이천시,경기 이천시 애련정로87번길 52-8,['반려동물 동반 불가']
베스트 웨스턴 프리미어 인천에어포트,인천,중구,인천 중구 공항로424번길 48-27,['반려동물 동반 불가']
더코노셔 레지던스 호텔,서울,영등포구,서울 영등포구 국회대로68길 24,['반려동물 동반 불가']
이천 스카이썬호텔,경기,이천시,경기 이천시 중리천로 126,['반려동물 동반 불가']
아비오 호텔,강원,강릉시,강원 강릉시 창해로 229,['반려동물 동반 불가']
그랜드 시티 호텔 창원,경남,창원시,경남 창원시 성산구 중앙대로 78,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
창원 팔용동 프라하 호텔,경남,창원시,경남 창원시 의창구 창원대로363번길 22-11,['반려동물 동반 불가']
파크뷰테라스 호텔,경기,파주시,경기 파주시 소리천로 39,['반려동물 동반 불가']
케이힐스 더테라스,경기,파주시,경기 파주시 심학산로 628,['반려동물 동반 불가']
루소호텔,강원,강릉시,강원 강릉시 교동광장로100번길 12,['반려동물 동반 불가']
VV호텔,강원,강릉시,강원 강릉시 하슬라로192번길 22-1,['반려동물 동반 불가']
씨사이드아덴,제주,서귀포시,제주특별자치도 서귀포시 중문관광로 124,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
라마다 바이 윈덤 군산,전북,군산시,전북 군산시 대학로 400,['반려동물 동반 불가']
대구 메리어트 호텔,대구,동구,대구 동구 동부로26길 6,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
쏠비치 양양,강원,양양군,강원 양양군 손양면 선사유적로 678,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
더앤리조트 호텔 & 스파,강원,양양군,강원 양양군 현남면 개매길 260,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
센텀마크 호텔 양양,강원,양양군,강원 양양군 양양읍 한고개길 9,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
양양 비치 콘도,강원,양양군,강원 양양군 양양읍 일출로 159-6,['반려동물 동반 불가']
오션벨리 리조트,강원,양양군,강원 양양군 양양읍 일출로 127-30,['반려동물 동반 불가']
담양 소나무펜션,전남,담양군,전남 담양군 담양읍 세솔길 10,['반려동물 동반 불가']
담양 메타 호텔 & 리조트,전남,담양군,전남 담양군 담양읍 메타프로방스3길 4-6,['반려동물 동반 불가']
서귀포 해비치하우스펜션,제주,서귀포시,제주특별자치도 서귀포시 표선면 민속해안로 347,['반려동물 동반 불가']
서귀포 펠리시아호텔,제주,서귀포시,제주특별자치도 서귀포시 일주동로 9123,['반려동물 동반 불가']
블랑블루펜션,제주,서귀포시,제주특별자치도 서귀포시 남원읍 남태해안로 135,['반려동물 동반 불가']
부산 그레이샌즈풀빌라,부산,해운대구,부산 해운대구 송정해변로 30-1,['반려동물 동반 불가']
달그림고운펜션,강원,춘천시,강원 춘천시 동내면 춘천순환로116번길 8,['반려동물 동반 불가']
모헤닉호텔 서울 명동,서울,중구,서울 중구 퇴계로 115,['반려동물 동반 불가']
G3 호텔 충무로,서울,중구,서울 중구 충무로 7,['반려동물 동반 불가']
인터시티 서울,서울,강서구,서울 강서구 마곡중앙6로 76-3,['반려동물 동반 불가']
퍼스트스테이호텔,서울,강서구,서울 강서구 마곡동로4길 23,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
(반려동물동반전용호텔) 더 펫텔,부산,해운대구,부산 해운대구 해운대해변로197번길 12,"['반려동물 동반 무료(반려견과 반려묘만 허용, 객실당 1마리, 1마리당 최대 15 kg)', '제한 사항 적용*', '먹이/물 그릇 이용 가능']"
캔버스호스텔,부산,해운대구,부산 해운대구 해운대해변로197번길 14,['반려동물 동반 불가']
연화문호텔,경북,영덕군,경북 영덕군 남정면 동해대로 3472,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
동탄 호텔오붓 동탄역점,경기,화성시,경기 화성시 오산동 962-31,['반려동물 동반 불가']
이엘 호텔,강원,양양군,강원 양양군 강현면 동해대로 3347,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
양양국제공항호텔,강원,양양군,강원 양양군 손양면 동해대로 2338,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
투와이호텔,강원,양양군,강원 양양군 강현면 동해대로 3277-3,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
낙산 비치 호텔,강원,양양군,강원 양양군 강현면 낙산사로 73,['반려동물 동반 불가']
디그니티호텔,강원,양양군,강원 양양군 양양읍 조산리 384-28,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
탑 클라우드 호텔 광주,광주,광산구,광주 광산구 임방울대로825번길 57-1,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
광주 주월동 어썸 부띠크 호텔,광주,남구,광주 남구 봉선로9번길 31-1,['반려동물 동반 불가']
이코노미 호텔 명동 프리미어,서울,중구,서울 중구 명동8나길 9,['반려동물 동반 불가']
라인호텔명동,서울,중구,서울 중구 명동3길 36,['반려동물 동반 불가']
이끌림 비지니스 호텔,광주,동구,광주 동구 천변우로 407,['반려동물 동반 불가']
동탄 저스트슬립호텔 동탄역점,경기,화성시,경기 화성시 동탄대로11길 83,['반려동물 동반 불가']
호시카게 료칸 호텔,부산,기장군,부산 기장군 기장읍 대변로 133,['반려동물 또는 장애인 안내 동물 동반 불가']
토모노야 호텔 & 료칸 대천,충남,보령시,충남 보령시 해안로 341,['반려동물 동반 불가']
Tomonoya Hotel & Ryokan Gyeongju,경북,경주시,경북 경주시 감포읍 동해안로 2401,['반려동물 동반 불가']
블룸호텔,제주,서귀포시,제주특별자치도 서귀포시 중문관광로72번길 53,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
산방산호텔,제주,서귀포시,제주특별자치도 서귀포시 대정읍 일주서로 2093,['반려동물 동반 불가']
담모라 리조트,제주,서귀포시,제주특별자치도 서귀포시 안덕면 일주서로 1975-11,['반려동물 동반 불가']
호텔 케니 모슬포,제주,서귀포시,제주특별자치도 서귀포시 대정읍 하모중앙로 22,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
신신호텔 제주월드컵,제주,서귀포시,제주특별자치도 서귀포시 서호중로 55,['반려동물 동반 불가']
신신호텔 천지연,제주,서귀포시,제주특별자치도 서귀포시 서문로 42-1,['반려동물 동반 불가']
다락휴 여수 캡슐호텔 by 워커힐,전남,여수시,전남 여수시 박람회길 1,['반려동물 동반 불가']
호텔 케니 기장,부산,기장군,부산 기장군 기장읍 차성남로51번길 26,['반려동물 동반 불가']
헤이 서귀포,제주,서귀포시,제주특별자치도 서귀포시 태평로 363,['반려동물 동반 불가']
호텔 화인 제주,제주,서귀포시,제주특별자치도 서귀포시 칠십리로 87,['반려동물 동반 불가']
노블피아 호텔,제주,서귀포시,제주특별자치도 서귀포시 명동로 46,['반려동물 동반 불가']
파크선샤인 제주,제주,서귀포시,제주특별자치도 서귀포시 남성중로 135,['반려동물 동반 불가']
DW 스테이 홍대,서울,마포구,서울 마포구 연남로1길 8-12,['반려동물 동반 불가']
부산 송정 하운드 송정해수욕장,부산,해운대구,부산 해운대구 송정중앙로36번길 56,['반려동물 동반 불가']
쏘타컬렉션 더 오시리아,부산,기장군,부산 기장군 기장읍 동부산관광7로 17,['반려동물 동반 불가']
르컬렉티브 오시리아,부산,기장군,부산 기장군 기장읍 동부산관광7로 17,['반려동물 동반 불가']
브라운도트 서면비즈니스,부산,부산진구,부산 부산진구 가야대로756번길 16,['반려동물 동반 불가']
레니스 호텔 서면,부산,부산진구,부산 부산진구 중앙대로691번가길 24-9,['반려동물 동반 불가']
연산 하운드호텔,부산,연제구,부산 연제구 월드컵대로153번길 9,['반려동물 동반 불가']
어반스테이 부산연산,부산,연제구,부산 연제구 중앙대로 1116-8,['반려동물 동반 불가']
르컬렉티브 부산역,부산,동구,부산 동구 충장대로 160,['반려동물 동반 불가']
서면 레이나 호텔,부산,부산진구,부산 부산진구 부전로20번길 40-7,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
YTT 모텔,부산,부산진구,부산 부산진구 중앙대로691번가길 27,['반려동물 동반 불가']
부산 서면 비즈니스 호텔 J7,부산,부산진구,부산 부산진구 부전로20번길 10,['반려동물 동반 불가']
브라운도트 서면1호점,부산,부산진구,부산 부산진구 서전로9번길 30,['반려동물 동반 불가']
어반스테이 서면,부산,부산진구,부산 부산진구 중앙대로 752,['반려동물 동반 불가']
서초 인토라온 호텔 & 레지던스,서울,서초구,서울 서초구 효령로53길 50,"['반려동물 동반 가능', '장애인 안내 동물 동반 가능']"
어반스테이 명동,서울,중구,서울 중구 충무로 24,['반려동물 동반 불가']
어반스테이 동탄,경기,화성시,경기 화성시 반송동 94,['반려동물 동반 불가']
스타즈 호텔 프리미어 동탄,경기,화성시,경기 화성시 동탄반석로 171,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
베이몬드호텔,부산,해운대구,부산 해운대구 해운대해변로209번가길 27,['반려동물 동반 불가']
그레이 193 호텔,부산,수영구,부산 수영구 광안해변로278번길 42,['반려동물 동반 불가']
벤티모 호텔 앤 레지던스 제주,제주,제주시,제주특별자치도 제주시 연삼로 14,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
어반스테이 제주연동,제주,제주시,제주특별자치도 제주시 연동6길 5,['반려동물 동반 불가']
하운드 가든&테라스 호텔,부산,해운대구,부산 해운대구 구남로12번길 55,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
SR Suites 분당,경기,성남시,경기 성남시 분당구 황새울로319번길 9,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 선샤인 서울,서울,강남구,서울 강남구 도산대로 205,['반려동물 동반 불가']
호텔 인트로,강원,춘천시,강원도 춘천시 퇴계로77번길 22 (퇴계동),"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
소피텔 앰배서더 서울 호텔 & 서비스드 레지던스,서울,송파구,서울 송파구 잠실로 209,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
오션뷰 호텔,부산,수영구,부산 수영구 광안해변로278번길 42,['반려동물 동반 불가']
까사로마호텔,제주,서귀포시,제주특별자치도 서귀포시 태평로 347,['반려동물 동반 불가']
엠제이 리조트,제주,제주시,제주특별자치도 제주시 구좌읍 해맞이해안로 1651,['반려동물 동반 불가']
호텔 스카브로,제주,서귀포시,제주특별자치도 서귀포시 예래해안로 15,['반려동물 동반 불가']
진주 충무공동 피렌체,경남,진주시,경남 진주시 에나로 103-7,['반려동물 동반 불가']
골든 비즈니스 호텔,경남,진주시,경남 진주시 에나로 101,['반려동물 동반 불가']
뉴 그랜드 호텔,경남,진주시,경남 진주시 에나로 97,['반려동물 동반 불가']
브라운도트 호텔 진주충무공점,경남,진주시,경남 진주시 영천강로 164,['반려동물 동반 불가']
뉴 라온스테이,경남,진주시,경남 진주시 영천강로 166,['반려동물 동반 불가']
에이치에비뉴 광안리해변점,부산,수영구,부산 수영구 광안해변로278번길 42,['반려동물 동반 불가']
호텔28 명동,서울,중구,서울 중구 명동7길 13,['반려동물 동반 불가']
에코랜드 호텔,제주,제주시,제주특별자치도 제주시 조천읍 번영로 1278-169,['반려동물 동반 불가']
랜딩관 제주신화월드 호텔앤리조트,제주,서귀포시,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,['반려동물 동반 불가']
플레이스 캠프 제주,제주,서귀포시,제주특별자치도 서귀포시 성산읍 동류암로 20,['반려동물 동반 불가']
엘리에나 호텔,서울,강남구,서울 강남구 논현로 645,['반려동물 동반 불가']
"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔",서울,강남구,서울 강남구 테헤란로 231,['반려동물 동반 불가']
센텀 스위트 호텔,부산,해운대구,부산 해운대구 센텀1로 17,['반려동물 동반 불가']
센텀 빅토리아 호텔,부산,해운대구,부산 해운대구 센텀3로 20,['반려동물 동반 불가']
그리핀베이호텔,부산,중구,부산 중구 자갈치로59번길 6,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
한림리조트,제주,제주시,제주특별자치도 제주시 한림읍 일주서로 5083-5,['반려동물 동반 불가']
황남관,경북,경주시,경북 경주시 포석로 1038,['반려동물 동반 불가']
경주 일성콘도,경북,경주시,경북 경주시 보문로 365,['반려동물 동반 불가']
베니키아 스위스 로젠 호텔,경북,경주시,경북 경주시 보문로 465-37,['반려동물 동반 불가']
성호 리조트,경북,경주시,경북 경주시 외동읍 영지로 636,['반려동물 동반 불가']
마우나오션리조트,경북,경주시,경북 경주시 양남면 동남로 1021,"['반려동물 동반 무료(반려견만 허용, 객실당 1마리, 1마리당 최대 10 kg)', '장애인 안내 동물 동반 가능', '특정 객실만, 제한 사항 적용*', '반려동물 감독 필수', '먹이/물 그릇, 반려동물용 변기 이용 가능']"
L7 명동 바이 롯데,서울,중구,서울 중구 퇴계로 137,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
어반스테이 인천송도,인천,연수구,인천 연수구 아트센터대로168번길 101,['반려동물 동반 불가']
목시 서울 명동,서울,중구,서울 중구 명동8나길 38,['반려동물 동반 불가']
이비스 스타일 앰배서더 서울 용산 - 서울드래곤시티 호텔,서울,용산구,서울 용산구 청파로20길 95,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
파르나스 호텔 제주,제주,서귀포시,제주특별자치도 서귀포시 중문관광로72번길 100,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
팜파스 리조트,강원,속초시,강원 속초시 동해대로 3964,['반려동물 동반 불가']
그랜드 팰리스 호텔,인천,남동구,인천 남동구 호구포로 211,['반려동물 동반 불가']
더 호텔 수,전남,여수시,전남 여수시 돌산읍 엑스포대로 71,['반려동물 동반 불가']
더위크앤 리조트,인천,중구,인천 중구 을왕동 773,['반려동물 동반 불가']
호텔현대 바이 라한 목포,전남,영암군,전남 영암군 삼호읍 대불로 91,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
씨원리조트 자은도,전남,신안군,전남 신안군 자은면 자은서부1길 163-101,['반려동물 동반 불가']
라마다 프라자 바이 윈덤 자은도,전남,신안군,전남 신안군 자은면 자은서부1길 163-101,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
제주 썬호텔&카지노,제주,제주시,제주특별자치도 제주시 삼무로 67,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
UH 스위트 더 해운대,부산,해운대구,부산 해운대구 해운대해변로 271,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
부산 시티 호텔,부산,연제구,부산 연제구 신촌로 19,['반려동물 동반 불가']
호텔 아몬드 부산역,부산,동구,부산 동구 중앙대로196번길 12-5,['반려동물 동반 불가']
호텔 스탕달,대전,유성구,대전 유성구 온천북로 14,['반려동물 동반 불가']
사보이 호텔,서울,중구,서울 중구 명동8나길 10,['반려동물 동반 불가']
청초호베스트호텔,강원,속초시,강원 속초시 청초호반로 28,['반려동물 동반 불가']
소노펠리체 델피노,강원,고성군,강원 고성군 토성면 미시령옛길 1153,['반려동물 동반 불가']
노스하버호텔 부산,부산,영도구,부산 영도구 태종로 45,['반려동물 동반 불가']
아일랜드호텔부산,부산,영도구,부산 영도구 태종로 45,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
시타딘 커넥트 하리 부산,부산,영도구,부산 영도구 동삼오션로 58,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
부산영도 그랜드베른 호텔,부산,영도구,부산 영도구 해양로 38,['반려동물 동반 불가']
호텔아델라,부산,영도구,부산 영도구 태종로 45,['반려동물 동반 불가']
울산 일산 호텔 MVG,울산,동구,울산 동구 해수욕장10길 102,['반려동물 동반 불가']
프렌치코드 호텔 일산비치점,울산,동구,울산 동구 해수욕장5길 26,['반려동물 동반 불가']
울산 일산 호텔 먹자 닷컴,울산,동구,울산 동구 해수욕장2길 39,['반려동물 동반 불가']
울산 진장동 그라운드7,울산,북구,울산 북구 진장1길 7,['반려동물 동반 불가']
부산 명지 씨엘 오션 호텔,부산,강서구,부산 강서구 명지국제6로34번길 22,['반려동물 동반 불가']
프렌치코드 호텔,부산,강서구,부산 강서구 명지오션시티5로 8,['반려동물 동반 불가']
부산 명지 넘버25 명지서부지청점,부산,강서구,부산 강서구 명지국제2로28번길 7,['반려동물 동반 불가']
명지 더 포인트 호텔,부산,강서구,부산 강서구 명지국제2로28번길 8,['반려동물 동반 불가']
호텔오유,부산,강서구,부산 강서구 명지국제6로 21,['반려동물 동반 불가']
SR호텔 사당,서울,동작구,서울 동작구 동작대로1길 15,['반려동물 동반 불가']
소테츠 프레사 인 서울 명동,서울,중구,서울 중구 명동길 48,['반려동물 동반 불가']
필스테이 명동스테이션,서울,중구,서울 중구 명동8가길 7,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
스텝인 명동 1,서울,중구,서울 중구 명동길 55,['반려동물 동반 불가']
오요 호스텔 명동 2,서울,중구,서울 중구 명동8가길 52,['반려동물 동반 불가']
서울 오요호스텔 명동3,서울,중구,서울 중구 명동10길 35-20,['반려동물 동반 불가']
선셋 비즈니스 호텔,부산,해운대구,부산 해운대구 구남로 46,"['반려동물 동반 가능(반려견과 반려묘만 허용, 객실당 1마리, 1마리당 최대 10 kg)*', '장애인 안내 동물 동반 가능', '특정 객실만, 제한 사항 적용*', '반려동물 감독 필수']"
블루 원 리조트,경북,경주시,경북 경주시 보불로 391,['반려동물 동반 불가']
신라스테이 여수,전남,여수시,전남 여수시 수정3길 8,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
하이호텔,울산,동구,울산 동구 바드래5길 11-6,['반려동물 동반 불가']
스타마린펜션 - V동,경남,거제시,경남 거제시 일운면 거제대로 1748,['반려동물 동반 불가']
거제도 지니스파펜션,경남,거제시,경남 거제시 장목면 서목길 3-2,['반려동물 동반 불가']
거제도 디스커버리풀빌라,경남,거제시,경남 거제시 장목면 옥포대첩로 1248,['반려동물 동반 불가']
솔스파펜션,경남,거제시,경남 거제시 장목면 옥포대첩로 1084-4,['반려동물 동반 불가']
상주호텔 서울,서울,송파구,서울 송파구 올림픽로8길 19,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
웨스틴 조선 부산,부산,해운대구,부산 해운대구 동백로 67,['반려동물 동반 불가']
"포 포인츠 바이 쉐라톤 조선, 서울역",서울,용산구,서울 용산구 한강대로 366,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
어반스테이 여수웅천,전남,여수시,전남 여수시 웅천남1로 66,['반려동물 동반 불가']
베이원 파크,전남,여수시,전남 여수시 웅천로 90,['반려동물 동반 불가']
페어몬트 앰배서더 서울,서울,영등포구,서울 영등포구 여의대로 108,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 헤이븐,전남,여수시,전남 여수시 돌산읍 진두해안길 131,['반려동물 동반 불가']
춘천 필,강원,춘천시,강원 춘천시 남춘로 30-1,['반려동물 동반 불가']
춘천 올리브,강원,춘천시,강원 춘천시 퇴계로77번길 10,['반려동물 동반 불가']
춘천 호텔 리츠,강원,춘천시,강원 춘천시 공지로451번길 1,['반려동물 동반 불가']
호텔 몽 춘천,강원,춘천시,강원 춘천시 춘천로68번길 21,['반려동물 동반 불가']
춘천 아이호텔,강원,춘천시,강원 춘천시 공지로347번길 6,['반려동물 동반 불가']
서면 덴바스타 센트럴호텔,부산,부산진구,부산 부산진구 중앙대로691번길 53,['반려동물 동반 불가']
G&G 호텔,부산,부산진구,부산 부산진구 부전로20번길 36,['반려동물 동반 불가']
클럽 호텔 서면,부산,부산진구,부산 부산진구 중앙대로691번길 46,['반려동물 동반 불가']
스테이웰 호텔,부산,중구,부산 중구 구덕로 22,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
하운드 호텔 남포,부산,중구,부산 중구 대청로126번길 9,['반려동물 동반 불가']
호텔 버튼,부산,서구,부산 서구 구덕로114번길 27,['반려동물 동반 불가']
YTT 호텔 남포,부산,중구,부산 중구 백산길 15,['반려동물 동반 불가']
플래티넘호텔,부산,중구,부산 중구 광복로 50,['반려동물 동반 불가']
브라운도트 호텔 남포충무점,부산,중구,부산 중구 광복로 50,['반려동물 동반 불가']
호텔 라피네,강원,강릉시,강원도 강릉시 구정면 회산로 58-12,['반려동물 동반 불가']
강릉 파인 시티 호텔,강원,강릉시,강원도 강릉시 옥천로62번길 13,['반려동물 동반 불가']
강릉씨티호텔,강원,강릉시,강원도 강릉시 교동광장로100번길 19,['반려동물 동반 불가']
강릉 부티크호텔 봄봄,강원,강릉시,강원도 강릉시 교동광장로100번길 19,['반려동물 동반 불가']
루이스 호텔,강원,강릉시,강원도 강릉시 옥가로50번길 11-1,['반려동물 동반 불가']
강릉 브라운도트 강릉경포점,강원,강릉시,강원도 강릉시 창해로 429,['반려동물 동반 불가']
호텔 큐브,강원,강릉시,강원도 강릉시 창해로 431,['반려동물 동반 불가']
거제 오아시스 호텔,경남,고성군,경상남도 고성군 마암면 두호1길 63,['반려동물 동반 불가']
베스트루이스해밀턴호텔 오션테라스,부산,기장군,부산광역시 기장군 기장읍 연화1길 27,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
한화리조트 해운대,부산,해운대구,부산광역시 해운대구 마린시티3로 52,['반려동물 동반 불가']
애월 스테이 인 제주 호텔 & 리조트,제주,제주시,제주특별자치도 제주시 애월읍 애월해안로 708,['반려동물 동반 불가']
제주 마레보 비치 호텔,제주,제주시,제주특별자치도 제주시 애월읍 곽지1길 23,['반려동물 동반 불가']
양지파인리조트,경기,용인시,경기 용인시 처인구 양지면 남곡리 18-1,['반려동물 동반 불가']
나인트리 프리미어 호텔 서울 판교,경기,성남시,경기 성남시 수정구 창업로 18,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
테이크호텔,경기,광명시,경기 광명시 신기로 22,"['반려동물 동반 가능(반려견만 허용, 객실당 2마리, 1마리당 최대 11 kg)', '장애인 안내 동물 동반 가능', '특정 객실만, 제한 사항 적용*', '반려동물 감독 필수', '먹이/물 그릇, 반려동물용 변기 이용 가능']"
"보코서울강남, IHG 호텔",서울,강남구,서울 강남구 도산대로 144,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
라까사호텔 서울,서울,강남구,서울 강남구 도산대로1길 83,['반려동물 동반 불가']
고성 명품무인호텔 시그니처,경남,고성군,경남 고성군 고성읍 송학고분로 21-29,['반려동물 동반 불가']
엘시티레지던스 와이컬렉션,부산,해운대구,부산 해운대구 달맞이길 30,['반려동물 동반 불가']
나비 호스텔,서울,마포구,서울 마포구 양화로 177-1,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
컨피네스 오션 스위트,강원,강릉시,강원 강릉시 사천면 진리항구2길 5,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
SL 호텔 강릉,강원,강릉시,강원 강릉시 주문진읍 주문로 59,['반려동물 동반 불가']
호텔 탑스텐,강원,강릉시,강원 강릉시 옥계면 헌화로 455-34,['반려동물 동반 불가']
"호텔 오노마, 대전, 오토그래프 컬렉션",대전,유성구,대전 유성구 엑스포로 1,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
베스트 웨스턴 플러스 호텔 세종,세종,도움1로,세종특별자치시 도움1로 7,['반려동물 동반 불가']
에스엔 호텔,대전,유성구,대전 유성구 테크노중앙로 69,['반려동물 동반 불가']
